Berufsbenennungen;KldB 2010 (5-Steller)
Kommunikationsdesigner/in;23224
Mediadesigner/in;23224
Mediendesigner/in;23224
Medizinische/r Illustrator/in;23224
Screengrafiker/in;23224
Werbedesigner/in;23224
Wissenschaftliche/r Zeichner/in;23224
Chemigraf/in;23282
Facharbeiter/in - Druckformenherstellung (Chemigrafie);23282
Facharbeiter/in - Druckformenherstellung (Kautschukstempel);23282
Facharbeiter/in - Druckformenherstellung (Stereotypie Galv.);23282
Facharbeiter/in - Reproduktionstechnik (Chemigraf/in);23282
Facharbeiter/in - Satztechnik (Kautschukstempelherst.);23282
Facharbeiter/in - Satztechnik (Stempelherstellung);23282
Flexograf/in;23282
Galvanoplastiker/in;23282
Gummidruckplattenhersteller/in;23282
Gummistempelhersteller/in;23282
Gummistempelmacher/in;23282
Mediengestalter/in Flexografie;23282
Perforatortaster/in;23282
Polystempelmacher/in;23282
Stempelerzeuger/in und Flexograf/in;23282
Stempelmacher/in;23282
Stereotypeur/in;23282
Chemigrafenmeister/in;23293
Drucker- und Schriftsetzermeister/in;23293
Flexografenmeister/in/B. Prof. Flexografen-Handwerk;23293
Galvanoplastikermeister/in;23293
Handwerksmeister/in - Flexografie;23293
Industriemeister/in - Digital- und Printmedien;23293
Industriemeister/in - Druck- und Medientechnik;23293
Industriemeister/in - Medientechnik;23293
Industriemeister/in - Printmedien/B. Prof. Print;23293
Meister/in - Digital- und Printmedien;23293
Meister/in - Druckformenherstellung;23293
Meister/in - Flexografenhandwerk;23293
Meister/in - Reproduktionstechnik;23293
Meister/in - Satztechnik;23293
Meister/in - Schriftsetzerhandwerk;23293
Meister/in - Stempelmacherhandwerk (Kautschuk);23293
Schriftsetzermeister/in/B. Prof. Schriftsetzer-Handwerk;23293
Stempelmachermeister/in;23293
Stereotypeur- und Galvanoplastikermeister/in;23293
Stereotypeurmeister/in;23293
Art-Director;23294
Game-Art-Director;23294
Interactive Art-Director;23294
Kreativ-Direktor/in;23294
Assistent/in - Fototechnik;23312
Colorfachkraft;23312
Colorlaborant/in;23312
Color-Matcher/in;23312
Facharbeiter/in - Filmherstellung;23312
Farbfotolaborant/in;23312
Film- und Videolaborant/in;23312
Filmkopienfertiger/in;23312
Filmkopierfacharbeiter/in;23312
Filmlaborant/in;23312
Foto- und medientechnische/r Assistent/in;23312
Fotoassistent/in;23312
Fotochemielaborant/in;23312
Fotolaborant/in;23312
Fotomatongehilf(e/in);23312
Fotomedienlaborant/in;23312
Fototechnische/r Assistent/in;23312
Kopierer/in (Filmkopienfertigung);23312
Kopierstraßenbediener/in (Filmkopienfertigung);23312
Medientechnische/r Assistent/in;23312
Minilab-Operator/in - Foto;23312
Negativentwickler/in;23312
Positiventwickler/in;23312
Printer/in (Fotolabor);23312
Trickkopierer/in (Filmkopienfertigung);23312
Videolaborant/in;23312
Filmrestaurator/in (Archiv);23313
Filmtechniker/in (Labor);23313
Fotorestaurator/in;23313
Fototechniker/in;23313
Gruppenleiter/in (Film- u. Videokopienfertigung);23313
Gruppenleiter/in (Fotolabor/Fotofinishing);23313
Techniker/in - Foto- und Medientechnik;23313
Techniker/in - Fototechnik;23313
Dipl.-Ing. (FH) - Photoingenieurwesen und Medientechnik;23314
Fotoingenieur/in;23314
Architekturfotograf/in;23322
Atelierfotograf/in;23322
Designer/in (Ausbildung) - Foto;23322
Fachkraft - Bildbearbeitung (Fotografie);23322
Fotograf/in;23322
Fotograf/in - Fotografie;23322
Fotograf/in - Fotolabortechnik;23322
Fotograf/in - Industrie- und Architekturfotografie;23322
Fotograf/in - Porträtfotografie;23322
Fotograf/in - Produktfotografie;23322
Fotograf/in - Wissenschaftsfotografie;23322
Fotograf/in (ohne Schwerpunkte);23322
Industriefotograf/in;23322
Katalogfotograf/in;23322
Modefotograf/in;23322
Objektfotograf/in;23322
Produktfotograf/in;23322
Reisefotograf/in;23322
Reklamefotograf/in;23322
Sportfotograf/in;23322
Textilfotograf/in;23322
Werbefotograf/in;23322
Wissenschaftsfotograf/in;23322
Bildberichterstatter/in;23323
Bildjournalist/in;23323
Bildreporter/in;23323
Fotodesigner/in;23323
Fotojournalist/in;23323
Fotoreporter/in;23323
Pressefotograf/in;23323
Fotografenmeister/in/B. Prof. Fotografen-Handwerk;23393
Industriemeister/in - Fotobildtechnik;23393
Meister/in - Filmkopiertechnik;23393
Meister/in - Fotografenhandwerk;23393
Apparateführer/in (Druckereihelfer/in);23411
Aufspanner/in (Buchbinderei);23411
Beschneider/in (Buchbinderei);23411
Buchbindemaschinenbediener/in;23411
Buchbindereihilfsarbeiter/in;23411
Buchbinderhelfer/in;23411
Buchdruckereihelfer/in;23411
Deckenmaschinenarbeiter/in;23411
Druckereiarbeiter/in;23411
Druckereihilfsarbeiter/in;23411
Einpresser/in (Buchbinderei);23411
Flachschneider/in;23411
Grafische/r Hilfsarbeiter/in;23411
Handpresser/in (Buchbinderei);23411
Helfer/in - Druck;23411
Maschinenfalzer/in (Buchbinderei);23411
Maschinenhefter/in (Buchbinderei);23411
Offsethelfer/in;23411
Paginierer/in (Buchbinderei);23411
Schärfer/in (Buchbinderei);23411
Adremadrucker/in;23412
Adressendrucker/in;23412
Aluminiumdrucker/in;23412
Anilindrucker/in;23412
Aquarelldrucker/in;23412
Blechdrucker/in;23412
Blindenschriftdrucker/in;23412
Buchdrucker/in;23412
Buntdrucker/in (Flach-, Tiefdruck);23412
Digitaldrucker/in;23412
Drucker/in;23412
Drucker/in - Digitaldruck;23412
Drucker/in - Druckformbearbeitung;23412
Drucker/in - Druckformherstellung;23412
Drucker/in - Flachdruck;23412
Drucker/in - Hochdruck;23412
Drucker/in - Spezialdruck;23412
Drucker/in - Tiefdruck;23412
Drucker/in - Weiteres Druckverfahren;23412
Druckereifacharbeiter/in;23412
Druckereiwerker/in;23412
Druck-Fachwerker/in (§66 BBiG/§42m HWO);23412
Druckmaschinenbediener/in;23412
Druckmaschineneinsteller/in;23412
Drucktechnologe/-technologin (Flachdruck);23412
Druckverarbeiter/in;23412
Einfarbenoffsetdrucker/in;23412
Facharbeiter/in - Drucktechnik;23412
Facharbeiter/in - Drucktechnik ( Flexodruck);23412
Facharbeiter/in - Drucktechnik (Buchdruck);23412
Facharbeiter/in - Drucktechnik (Leimtapetendruck);23412
Facharbeiter/in - Drucktechnik (Lichtdruck);23412
Facharbeiter/in - Drucktechnik (Offsetdruck);23412
Facharbeiter/in - Drucktechnik (Siebdruck);23412
Facharbeiter/in - Drucktechnik (Steindrucker/in);23412
Facharbeiter/in - Drucktechnik (Tiefdruck);23412
Fachkraft für Druck und Vervielfältigung;23412
Farbdruckpräger/in;23412
Fertigsteller/in (Druckerei);23412
Filmlichtdrucker/in;23412
Flachdrucker/in;23412
Flexodrucker/in;23412
Folienbeschrifter/in;23412
Foliendrucker/in;23412
Folienpräger/in;23412
Fotokopist/in;23412
Goldpräger/in;23412
Handdrucker/in;23412
Handpräger/in;23412
Handpressendrucker/in;23412
Hochdrucker/in;23412
Illustrationsdrucker/in;23412
Keramikdrucker/in;23412
Kleinoffsetdrucker/in;23412
Kunstdrucker/in (Buchdrucker);23412
Landkartendrucker/in;23412
Lederdrucker/in;23412
Lichtdrucker/in;23412
Linoleumdrucker/in;23412
Lithograf/in;23412
Maschinendrucker/in (Hoch-, Flach-, Tiefdruck);23412
Medientechnologe/-technologin Druck;23412
Medientechnologe/-technologin Siebdruck;23412
Monogrammpräger/in;23412
Musterdrucker/in;23412
Notendrucker/in;23412
Offsetdrucker/in;23412
Offsetplattenkopierer/in;23412
Ölfarbendrucker/in;23412
Papier-Druck-Werker/in (§66 BBiG/§42m HWO);23412
Papierpräger/in;23412
Pappenpräger/in;23412
Plattendrucker/in;23412
Porzellandrucker/in;23412
Printoperator/in;23412
Reliefdrucker/in;23412
Rollendrucker/in;23412
Rollensiebdrucker/in;23412
Rotaprintdrucker/in;23412
Rotationsdrucker/in;23412
Rotationsillustrationsdrucker/in;23412
Rotationssiebdrucker/in;23412
Rotationsstoffdrucker/in;23412
Rotationstiefdrucker/in;23412
Rouleauxdrucker/in;23412
Schaltungsdrucker/in;23412
Serigraf/in;23412
Siebdrucker/in;23412
Siebdruckfachwerker/in;23412
Spezialdrucker/in;23412
Stahldrucker/in;23412
Stahlstichpräger/in;23412
Steindrucker/in;23412
Tapetendrucker/in;23412
Tapetenmaschinendrucker/in;23412
Tapetenpräger/in;23412
Textildrucker/in;23412
Tiefdrucker/in;23412
Tiefdrucker/in (Tapetendruck);23412
Tiefdruckrotationsdrucker/in;23412
Transparentdrucker/in;23412
Verpackungsdrucker/in;23412
Vervielfältiger/in;23412
Wachstuchdrucker/in;23412
Xerograf/in;23412
Zeitschriftendrucker/in;23412
Zeitungsrotationsdrucker/in (Hochdruck);23412
Zellglasdrucker/in;23412
Zifferblattdrucker/in;23412
Zinkdrucker/in;23412
Druckberater/in;23413
Druckereitechniker/in;23413
Drucktechniker/in;23413
Hersteller/in (Druck);23413
Ingenieur/in (FS) - Polygraphie;23413
Techniker/in - Druck- und Medientechnik/B. Prof. Technik;23413
Techniker/in - Drucktechnik;23413
Techniker/in - Polygrafie;23413
Dipl.-Ing. - Drucktechnik;23414
Dipl.-Ing. - Technologie der Polygraphie;23414
Dipl.-Ing. (FH) - Druck- u. Medientechnik;23414
Dipl.-Ing. (FH) - Verlagsherstellung;23414
Dipl.-Ing. (Uni) - Polygraphische Technik;23414
Dipl.-Wirtschaftsingenieur/in (FH) - Medienwirtschaft;23414
Druckingenieur/in;23414
Ingenieur/in - Druck- und Medientechnik;23414
Ingenieur/in - Drucktechnik;23414
Ingenieur/in - Mediapublishing und Verlagswirtschaft;23414
Ingenieur/in - Verlagswirtschaft;23414
Medieningenieur/in;23414
Verlagsingenieur/in;23414
Albummacher/in;23422
Bibliotheksbuchbinder/in;23422
Broschürenmacher/in;23422
Broschürer/in - Buchbinderhandwerk;23422
Buchbindemaschinenführer/in;23422
Buchbinder/in;23422
Buchbinder/in - Buchfertigung (Serie);23422
Buchbinder/in - Druckweiterverarbeitung (Serie);23422
Buchbinder/in - Einzel- und Sonderfertigung;23422
Buchbinder/in (mit Fachrichtungen);23422
Buchblockmacher/in;23422
Buchdruckereibuchbinder/in;23422
Buchfertigmacher/in;23422
Buchteilbinder/in;23422
Buchvergolder/in;23422
Deckenmacher/in;23422
Druckweiterverarbeiter-Fachwerker/in;23422
Etuibuchbinder/in;23422
Facharbeiter/in - Buchbinderische Verarbeitung;23422
Facharbeiter/in - Buchbinderische Weiterverarbeitung;23422
Fertigmacher/in - Akzidenzen;23422
Fertigmacher/in im Buchbinderhandwerk (§66 BBiG/§42m HWO);23422
Galanteriebuchbinder/in;23422
Goldaufträger/in;23422
Goldschnittmacher/in;23422
Hand- u. Preßvergolder/in;23422
Handbuchbinder/in;23422
Heiß- u. Kaltpräger/in;23422
Industriebuchbinder/in;23422
Landkartenaufzieher/in;23422
Medientechnologe/-technologin Druckverarbeitung;23422
Pressvergolder/in;23422
Rückenmacher/in;23422
Schnittvergolder/in;23422
Sortimentsbuchbinder/in;23422
Verlagsbuchbinder/in;23422
Archivrestaurator/in;23423
Buch- und Papierrestaurator/in;23423
Buchbinder/in - Restaurierungsarbeiten;23423
Buchrestaurator/in;23423
Restaurator/in - Archiv- und Bibliotheksgut;23423
Restaurator/in - Buch und Papier;23423
Restaurator/in - Buchbinderhandwerk/M. Prof. Restaurierung;23423
Restaurator/in - Schriftgut, Grafik, Buchmalerei;23423
Buchbindermeister/in/B. Prof. Buchbinder-Handwerk;23493
Buchdruckermeister/in;23493
Druckermeister/in/B. Prof. Drucker-Handwerk;23493
Industriemeister/in - Buchbinderei;23493
Industriemeister/in - Druck;23493
Industriemeister/in - Großbuchbinderei;23493
Industriemeister/in - Tapetendruck;23493
Meister/in - Buchbinderhandwerk;23493
Meister/in - Buchbinderische Weiterverarbeitung;23493
Meister/in - Buchdruckerhandwerk;23493
Meister/in - Druckerhandwerk;23493
Meister/in - Drucktechnik;23493
Meister/in - Siebdruckerhandwerk;23493
Offsetdruckermeister/in;23493
Siebdruckermeister/in/B. Prof. Siebdrucker-Handwerk;23493
Drahtrichter/in (Drahtzieherei);24101
Drahtzieherhelfer/in;24101
Eisen- und Metallerzeugerhelfer/in;24101
Eisenerzeugerhelfer/in;24101
Former-, Kernmacherhelfer/in;24101
Formerhelfer/in;24101
Formgießerhelfer/in;24101
Formmacherhelfer/in;24101
Formstoffaufbereiter/in;24101
Frimmler/in;24101
Gießereihelfer/in;24101
Gießereihilfsarbeiter/in;24101
Gießmaschinenbediener/in;24101
Helfer/in - Eisen- und Metallerzeugung;24101
Helfer/in - Gießerei;24101
Helfer/in - Metallerzeugung, Gießerei;24101
Kernmacherhelfer/in;24101
Lehmaufbereiter/in;24101
Lochrichter/in;24101
Metallerzeugerhelfer/in;24101
Metallzieherhelfer/in;24101
Produktionshelfer/in - Gießerei;24101
Rohrrichter/in (Rohrzieher/in);24101
Walzerhelfer/in;24101
Zieherhelfer/in;24101
Ausgießer/in;24112
Drehofenarbeiter/in;24112
Eisenschmelzer/in;24112
Elektroofenschmelzer/in;24112
Füllwagenfahrer/in;24112
Gattierer/in (Metallerzeugung);24112
Gichter/in;24112
Hochofenschmelzer/in;24112
Hüttenfacharbeiter/in;24112
Hüttenwerker/in;24112
Hüttenwerker/in - Hochofen,Stahlwerk,Eisen-/Stahlmetallurgie;24112
Konvertermann/-frau;24112
Metallerzeuger/in;24112
Metallhüttenfacharbeiter/in;24112
Metallschmelzer/in;24112
Metallurge/Metallurgin - Erzeugung;24112
Metallurge/Metallurgin - Hüttentechnik (mit Spezialisierung);24112
Metallurge/Metallurgin - Hüttentechnik (Roheisen,Stahl u.a.);24112
Möller/Möllerin;24112
Pfannenarbeiter/in (Metallerzeuger/in);24112
Probenehmer/in (Metallerzeugung);24112
Schlacker/in;24112
Stahlarbeiter/in;24112
Stahlwerksfacharbeiter/in;24112
Vakuumschmelzer/in;24112
Verfahrensmech. - Hütten-/Halbzeugind.;24112
Verfahrensmech. - Hütten-/Halbzeugind. -Eisen-/Stahl-Metall.;24112
Verfahrensmech. - Hütten-/Halbzeugind. -Nichteisen-Metallur.;24112
Verfahrenstechnolog(e/in) Metall - Eisen-/Stahlmetallurgie;24112
Verfahrenstechnolog(e/in) Metall - Nichteisenmetallurgie;24112
Verschmelzer/in;24112
Walzwerker/in;24112
Betriebsassistent/in - Hüttentechnik;24113
Hüttentechniker/in;24113
Hüttentechniker/in - Produktion;24113
Metallerzeugungstechniker/in;24113
Metallhüttentechniker/in;24113
Metallurgieingenieur/in (FS) - Techn. der Metallgewinnung;24113
Metallurgieingenieur/in (FS) - Techn. des Walzens;24113
Metallurgieingenieur/in (FS) - Techn. Schmied./Press./Ziehen;24113
Stahlwerkstechniker/in;24113
Techniker/in - Hüttentechnik;24113
Techniker/in - Hüttentechnik (Korrosionsschutz);24113
Techniker/in - Hüttentechnik (Metallhüttentechnik);24113
Techniker/in - Hüttentechnik (Verfahrenstechnik);24113
Techniker/in - Metallerzeugung;24113
Walzwerkstechniker/in;24113
Dipl.-Ing. (FH) - Hüttentechnik;24114
Dipl.-Ing. (Uni) - Erzeugung von Eisenwerkstoffen;24114
Dipl.-Ing. (Uni) - Erzeugung von Nichteisenmetallen;24114
Eisenhütteningenieur/in;24114
Gesteinshütteningenieur/in;24114
Hochofeningenieur/in;24114
Hütteningenieur/in;24114
Ingenieur/in - Erzeugung von Nichteisenmetallen;24114
Ingenieur/in - Hüttentechnik;24114
Stahlwerksingenieur/in;24114
Aluminiumfolienmacher/in;24122
Armiermaschinenarbeiter/in;24122
Bandwalzer/in;24122
Blechwalzer/in;24122
Blockfahrer/in (Walzer/in);24122
Blocksteuerer/-steuerin;24122
Bolzenpresser/in;24122
Bolzenschmied/in;24122
Drahtführer/in;24122
Drahtisolierer/in;24122
Drahtlitzenmacher/in;24122
Drahtsaitenmacher/in;24122
Drahtstrecker/in;24122
Drahtwalzer/in;24122
Drahtzieher/in;24122
Eisendrahtzieher/in;24122
Elektrolitzenmacher/in;24122
Facharbeiter/in - Anlagentechnik (geschweißte Stahlrohre);24122
Facharbeiter/in - Anlagentechnik (Kabel und Leitungen);24122
Facharbeiter/in - Umformtechnik (Draht);24122
Fallhammerschmied/in;24122
Federwalzer/in;24122
Feinblechwalzer/in;24122
Feindrahtzieher/in;24122
Fertigwalzer/in;24122
Folienwalzer/in;24122
Formschmied/in;24122
Gesenkschmied/in;24122
Gewindewalzer/in;24122
Grobdrahtzieher/in;24122
Hammerführer/in;24122
Hammerschmied/in (Stahlschmieden);24122
Hüttenwerker/in - Walzwerk, Eisen- u. Stahlumformung;24122
Industrieschmied/in;24122
Kabelarbeiter/in;24122
Kabelarmierer/in;24122
Kabelbinder/in;24122
Kabelfachkraft;24122
Kabelfertiger/in;24122
Kabelfertigungsmechaniker/in;24122
Kabelflechter/in;24122
Kabelformer/in;24122
Kabeljungwerker/in;24122
Kabelkonfektionierer/in;24122
Kabelmechaniker/in;24122
Kabelprüfer/in;24122
Kabelsatzfertiger/in;24122
Kabelverseiler/in;24122
Kabelwerker/in;24122
Kaltwalzenführer/in;24122
Kaltwalzer/in;24122
Kaltzieher/in;24122
Leitstandwärter/in (Metallzieherei);24122
Litzenarbeiter/in;24122
Litzenmacher/in (Isolierdraht);24122
Maschinist/in - Walzwerkaggregate;24122
Messingfolienmacher/in;24122
Metalldrahtzieher/in;24122
Metallrohrzieher/in;24122
Metallumformer/in;24122
Metallurge/Metallurgin - Formgebung;24122
Metallurge/Metallurgin - Walzwerktechnik;24122
Metallwalzer/in;24122
Nickelfolienmacher/in;24122
Präzisionsrohrwerker/in;24122
Präzisionszieher/in;24122
Pressenschmied/in;24122
Profil- und Blechwalzer/in;24122
Profildrahtzieher/in;24122
Profilwalzer/in;24122
Richter/in (Walzwerk);24122
Röhrenzieher/in (Metall);24122
Rohrwalzer/in;24122
Rohrwerker/in;24122
Rohrzieher/in (Metall);24122
Roller/in (Walzer);24122
Rollgangführer/in;24122
Schmiedepresser/in;24122
Schraubenpresser/in;24122
Stabzieher/in;24122
Stahldrahtzieher/in;24122
Stahlsaitenmacher/in;24122
Stahlwalzer/in;24122
Stangen- u. Rohrzieher/in;24122
Stangenzieher/in;24122
Thermiker/in - Walzwerk;24122
Tiefzieher/in (Metall);24122
Umwalzer/in;24122
Verfahrensmech. - Hütten-/Halbzeugind. -Nichteisen-Umformung;24122
Verfahrensmech. - Hütten-/Halbzeugind. -Stahl-Umformung;24122
Verfahrensmechaniker/in - Zieherei;24122
Verfahrenstechnolog(e/in) Metall - Nichteisenmetallumformung;24122
Verfahrenstechnolog(e/in) Metall - Stahlumformung;24122
Verseiler/in (Kabel);24122
Verseilmaschinenarbeiter/in;24122
Walzenanlagensteuerer/-steuerin;24122
Walzer/in;24122
Walzwerkrichter/in;24122
Walzwerksteuerer/-steuerin;24122
Walzwerkthermiker/in;24122
Warmpresser/in;24122
Warmrichter/in;24122
Warmwalzer/in;24122
Wellblechwalzer/in;24122
Zieher/in;24122
Ziehmaschinenbediener/in;24122
Metallumformungstechniker/in;24123
Techniker/in - Metallumformung;24123
Dipl.-Ing. (Uni) - Metallformung;24124
Ingenieur/in - Metallformung;24124
Walzwerksingenieur/in;24124
Automateneinrichter/in - Formmaschinen, Gießanlagen;24132
Druck- und Kokillengussmechaniker/in;24132
Druckgießer/in;24132
Druckgussmaschinenführer/in;24132
Druckgussmechaniker/in;24132
Einrichter/in - Formmaschinen und Gießanlagen;24132
Einrichter/in - Gießanlagen;24132
Einrichter/in - Gießanlagen (Druck- u. Kokillenguss);24132
Einrichter/in - Gießerei;24132
Eisengießer/in;24132
Facharbeiter/in - Gießereitechnik;24132
Feingießer/in;24132
Formgießer/in;24132
Formgießmaschinenführer/in;24132
Gießer/in (Formgießerei);24132
Gießer/in (Metallerzeugung);24132
Gießereiarbeiter/in;24132
Gießereifacharbeiter/in;24132
Gießereimaschineneinrichter/in;24132
Gießereimechaniker/in;24132
Gießereimechaniker/in - Druck- und Kokillenguss;24132
Gießereimechaniker/in - Fachrichtung Druck- und Kokillenguss;24132
